srf
13206002.319277108
13673573.59939759
12130104.63554217
13206002.319277108
13626972.096385542
12926387.122881357
13116949.777108435
13212269.08433735
13504691.25
13206002.319277108
13116949.777108435
13206002.319277108
13411112.245145632
13206002.319277108
13414234.802777778
13414234.802777778
12615555.73493976
13673573.59939759
13504691.25
13495672.58433735
13504691.25
13206002.319277108
13504691.25
13504691.25
13206002.319277108
13235773.172619049
13504691.25
13504691.25
13504691.25
13504691.25
13206002.319277108
13504691.25
13504691.25
12013785.785294117
13504691.25
13206002.319277108
14573732.075221239
13673573.59939759
13132574.1875
13235773.172619049
13673573.59939759
13504691.25
12445753.472891565
13235773.172619049
13504691.25
12130104.63554217
13206002.319277108
13235773.172619049
13504691.25
12238437.3125
13504691.25
13206002.319277108
13504691.25
13206002.319277108
13206002.319277108
13504691.25
12271440.472891565
12077187.994117647
13781035.502427185
11856116.481927712
13411112.245145632
12841623.057228915
13673573.59939759
13206002.319277108
13673573.59939759
13781035.502427185
13206002.319277108
13595975.463592233
13206002.319277108
12915821.213855421
13673573.59939759
11856116.481927712
12915821.213855421
13871823.31626506
13206002.319277108
13673573.59939759
13504691.25
13504691.25
14969108.439759037
14679265.704819277
15012184.373493975
15012184.373493975
12108023.773529412
13196396.717647059
13196396.717647059
14226704.638554217
14787645.524096385
13196396.717647059
14679265.704819277
14455202.15060241
13174710.107142856
14679265.704819277
13196396.717647059
14455202.15060241
13196396.717647059
12057284.342261905
11676160.12184874
14455202.15060241
14679265.704819277
14054564.972826088
13196396.717647059
11643261.304347826
11643261.304347826
13196396.717647059
13196396.717647059
14679265.704819277
14679265.704819277
14215890.229411764
13196396.717647059
14679265.704819277
13196396.717647059
14757734.692771085
14455202.15060241
13228274.305882353
14429831.351190476
13689054.583333334
13196396.717647059
14096135.123529412
13196396.717647059
13196396.717647059
13196396.717647059
11801907.181318682
14096135.123529412
14455202.15060241
13870550.476470588
13870550.476470588
11704186.221649485
11887408.982142856
13196396.717647059
11467380.568181818
13196396.717647059
13196396.717647059
13196396.717647059
13196396.717647059
13196396.717647059
11887408.982142856
14096135.123529412
13870550.476470588
13196396.717647059
13870550.476470588
13196396.717647059
13196396.717647059
14488010.306818182
11658212.93556701
14486704.694117647
11766014.648026315
11387140.76234568
11387140.76234568
11284301.388888888
11284301.388888888
11284301.388888888
11284301.388888888
11284301.388888888
11284301.388888888
13796824.410714285
13756340.01764706
13609039.797619049
13739505.886904761
13756340.01764706
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13739505.886904761
13756340.01764706
13739505.886904761
13756340.01764706
13756340.01764706
13756340.01764706
13756340.01764706
13756340.01764706
13756340.01764706
13756340.01764706
13756340.01764706
13756340.01764706
13756340.01764706
13756340.01764706
13756340.01764706
13756340.01764706
12739560.005681818
13235773.172619049
13412394.99107143
13538187.208333334
12572784.47979798
12801530.398809524
12217272.668478262
13414234.802777778
11850280.760869564
12424091.592391305
11850280.760869564
11850280.760869564
13590813.019444445
13235773.172619049
12385194.698412698
13504691.25
12988811.650793651
12615555.73493976
13626972.096385542
12615555.73493976
13412394.99107143
12077187.994117647
12655038.923529413
12646166.416666666
13673573.59939759
13504691.25
12615555.73493976
12646166.416666666
12865686.99702381
12865686.99702381
11850280.760869564
