MLDS,MLWS,R10mm,R20mm,Rx1day,Rx5day,R95p,R99p,Rtotal,SDII
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,546.9899998903275,8.540769229084253
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
4,8,5,7,70.87999725341797,182.20999908447266,185.9699993133545,70.87999725341797,424.41999983787537,7.6068421027770166
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,546.9899998903275,8.540769229084253
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
4,8,5,7,70.87999725341797,182.20999908447266,185.9699993133545,70.87999725341797,424.41999983787537,7.6068421027770166
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,546.9899998903275,8.540769229084253
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
4,10,7,7,70.87999725341797,182.20999908447266,185.9699993133545,70.87999725341797,464.7299997806549,7.643548383888218
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
5,16,7,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,486.99000120162964,7.8639682730334615
4,15,20,9,70.87999725341797,182.20999908447266,209.17999839782715,114.23999786376953,716.0300015211105,9.442467552428315
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
6,16,18,6,101.30999755859375,218.71999740600586,250.7899990081787,140.89999771118164,682.9299988746643,9.542054779036608
6,14,9,5,101.30999755859375,218.71999740600586,223.0099983215332,101.30999755859375,482.1699973344803,8.999272678860208
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
4,15,20,9,70.87999725341797,182.20999908447266,209.17999839782715,114.23999786376953,716.0300015211105,9.442467552428315
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
6,16,18,6,101.30999755859375,218.71999740600586,250.7899990081787,140.89999771118164,682.9299988746643,9.542054779036608
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
4,15,10,7,70.87999725341797,182.20999908447266,185.9699993133545,70.87999725341797,495.8200000524521,8.416500001183401
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
4,15,10,7,70.87999725341797,182.20999908447266,185.9699993133545,70.87999725341797,495.8200000524521,8.416500001183401
2,15,19,9,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,688.3700017929077,10.063768140863681
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
2,15,18,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,702.050003528595,10.420147109776735
2,15,18,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,702.050003528595,10.420147109776735
2,15,18,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,702.050003528595,10.420147109776735
2,15,18,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,702.050003528595,10.420147109776735
5,12,4,4,27.6200008392334,63.77000093460083,108.93000030517578,27.6200008392334,362.6999992132187,5.900476178036086
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
3,14,16,5,48.9900016784668,113.77000141143799,145.9900016784668,48.9900016784668,571.0400017499924,8.618507489506433
2,15,18,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,702.050003528595,10.420147109776735
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
2,15,18,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,702.050003528595,10.420147109776735
2,21,25,8,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,769.220000743866,10.738333344097352
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,273.87000036239624,4.777457634144921
2,15,18,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,702.050003528595,10.420147109776735
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
2,21,25,8,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,769.220000743866,10.738333344097352
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
5,12,4,4,27.6200008392334,63.77000093460083,108.93000030517578,27.6200008392334,361.31999921798706,5.973387084210351
2,25,19,15,104.2300033569336,225.6200008392334,335.1800003051758,165.8300018310547,1146.309998035431,11.189514544385585
2,21,25,8,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,769.220000743866,10.738333344097352
2,15,18,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,702.050003528595,10.420147109776735
2,21,25,9,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,817.7900010347366,10.404556975570284
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
5,12,7,4,27.6200008392334,86.82000160217285,110.39000129699707,27.6200008392334,415.75,6.068285714329353
5,12,7,4,27.6200008392334,86.82000160217285,110.39000129699707,27.6200008392334,415.75,6.068285714329353
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
2,15,18,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,702.050003528595,10.420147109776735
2,15,18,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,702.050003528595,10.420147109776735
3,14,14,5,48.9900016784668,113.77000141143799,145.9900016784668,48.9900016784668,562.060001373291,8.37279413832242
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
2,15,18,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,702.050003528595,10.420147109776735
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
3,14,16,5,48.9900016784668,113.77000141143799,145.9900016784668,48.9900016784668,571.0400017499924,8.618507489506433
2,21,25,8,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,769.220000743866,10.738333344097352
7,7,1,0,12.0600004196167,35.65000033378601,38.5600004196167,12.0600004196167,109.9400006532669,3.250250009726733
2,21,25,8,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,777.9400010108948,10.710684945781345
2,21,21,9,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,762.7700021266937,10.09868423900518
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
2,15,19,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,718.580002784729,10.205774686076271
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,574.4600001573563,8.206619720538738
2,15,19,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,718.580002784729,10.205774686076271
2,21,25,8,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,769.220000743866,10.738333344097352
2,21,23,9,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,785.300001502037,10.66540542612406
2,21,23,9,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,785.300001502037,10.66540542612406
5,16,7,4,27.6200008392334,86.82000160217285,110.39000129699707,27.6200008392334,427.67000019550323,5.90689189452678
2,22,13,11,104.2300033569336,225.6200008392334,297.1800003051758,104.2300033569336,831.5400003194809,11.797042258451102
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
5,12,7,4,27.6200008392334,86.82000160217285,110.39000129699707,27.6200008392334,410.08000004291534,6.243432836329092
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
2,22,13,11,104.2300033569336,225.6200008392334,297.1800003051758,104.2300033569336,831.5400003194809,11.797042258451102
2,15,19,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,718.580002784729,10.205774686076271
2,21,23,9,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,785.300001502037,10.66540542612406
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
2,21,23,9,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,785.300001502037,10.66540542612406
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
4,8,4,2,24.989999771118164,88.25000095367432,93.85000038146973,24.989999771118164,278.87000036239624,4.7811666735758385
2,21,25,9,67.06999969482422,149.38000011444092,177.31000137329102,67.06999969482422,814.7300010919571,10.632077936663643
5,19,8,1,20.790000915527344,56.66999864578247,83.3700008392334,20.790000915527344,394.070001244545,5.134230786074813
2,15,19,10,70.87999725341797,182.20999908447266,186.1399974822998,70.87999725341797,718.580002784729,10.205774686076271
5,18,6,0,19.200000762939453,56.66999864578247,62.579999923706055,19.200000762939453,274.68999993801117,4.8344827587876855
5,18,6,0,19.200000762939453,56.66999864578247,62.579999923706055,19.200000762939453,295.0699996948242,4.774285710579346
5,18,6,0,19.200000762939453,56.66999864578247,62.579999923706055,19.200000762939453,295.0699996948242,4.774285710579346
5,16,5,3,27.6200008392334,86.82000160217285,88.84000205993652,27.6200008392334,336.9400010108948,5.74583335025236
5,16,5,3,27.6200008392334,86.82000160217285,88.84000205993652,27.6200008392334,336.9400010108948,5.74583335025236
5,16,5,3,27.6200008392334,86.82000160217285,88.84000205993652,27.6200008392334,336.9400010108948,5.74583335025236
5,16,5,3,27.6200008392334,86.82000160217285,88.84000205993652,27.6200008392334,336.9400010108948,5.74583335025236
5,16,5,3,27.6200008392334,86.82000160217285,88.84000205993652,27.6200008392334,336.9400010108948,5.74583335025236
5,16,5,3,27.6200008392334,86.82000160217285,88.84000205993652,27.6200008392334,336.9400010108948,5.74583335025236
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,367.5600003004074,8.16361702285073
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,361.8800004720688,8.234565222109465
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
7,14,7,3,83.11000061035156,181.44000053405762,181.44000053405762,83.11000061035156,363.3100004196167,8.089787237544327
5,12,7,4,27.6200008392334,86.82000160217285,110.39000129699707,27.6200008392334,410.08000004291534,6.243432836329092
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,546.9899998903275,8.540769229084253
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.659047602661072
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.659047602661072
5,16,11,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,570.0099997520447,7.622105259668866
4,15,10,7,70.87999725341797,182.20999908447266,185.9699993133545,70.87999725341797,497.75,8.31016393473036
5,16,10,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,543.8800003528595,7.890285719319114
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,668.6599988937378,10.142985058364584
5,16,8,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,513.1200006008148,7.57086957367542
5,16,8,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,513.1200006008148,7.57086957367542
5,16,8,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,513.1200006008148,7.57086957367542
5,16,8,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,513.1200006008148,7.57086957367542
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,668.6599988937378,10.142985058364584
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,546.9899998903275,8.540769229084253
2,20,13,6,67.06999969482422,149.38000011444092,144.60000038146973,67.06999969482422,507.95000064373016,9.467222234786108
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
2,20,13,6,67.06999969482422,149.38000011444092,144.60000038146973,67.06999969482422,507.95000064373016,9.467222234786108
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.659047602661072
5,16,7,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,486.99000120162964,7.8639682730334615
5,16,7,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,486.99000120162964,7.8639682730334615
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,546.9899998903275,8.540769229084253
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,546.9899998903275,8.540769229084253
6,14,9,5,101.30999755859375,218.71999740600586,223.0099983215332,101.30999755859375,483.35999739170074,8.859821382045213
6,14,9,5,101.30999755859375,218.71999740600586,223.0099983215332,101.30999755859375,483.35999739170074,8.859821382045213
5,16,8,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,513.1200006008148,7.57086957367542
6,16,18,6,101.30999755859375,218.71999740600586,250.7899990081787,140.89999771118164,682.9299988746643,9.542054779036608
5,16,7,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,486.99000120162964,7.8639682730334615
2,22,13,11,104.2300033569336,225.6200008392334,297.1800003051758,104.2300033569336,831.5400003194809,11.797042258451102
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
2,20,13,6,67.06999969482422,149.38000011444092,144.60000038146973,67.06999969482422,507.95000064373016,9.467222234786108
2,20,13,6,67.06999969482422,149.38000011444092,144.60000038146973,67.06999969482422,514.8500006198883,8.946896563123527
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
6,16,18,6,101.30999755859375,218.71999740600586,198.9799976348877,101.30999755859375,644.1899993419647,11.254137919766121
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
5,16,7,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,477.7000012397766,7.840967761923469
2,22,13,11,104.2300033569336,225.6200008392334,297.1800003051758,104.2300033569336,831.5400003194809,11.797042258451102
4,15,10,7,70.87999725341797,182.20999908447266,185.9699993133545,70.87999725341797,495.8200000524521,8.416500001183401
5,20,14,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,544.4299999475479,8.634218749182764
6,14,16,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,629.9299982786179,10.159206322261266
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
2,22,18,13,104.2300033569336,225.6200008392334,328.5699996948242,165.8300018310547,1005.9299983978271,11.372359532967545
6,16,18,6,101.30999755859375,218.71999740600586,198.9799976348877,101.30999755859375,644.1899993419647,11.254137919766121
6,16,18,6,101.30999755859375,218.71999740600586,226.7599983215332,101.30999755859375,661.589998960495,10.653492047200126
2,22,13,11,104.2300033569336,225.6200008392334,297.1800003051758,104.2300033569336,831.5400003194809,11.797042258451102
5,16,7,6,67.06999969482422,149.38000011444092,167.30000114440918,67.06999969482422,486.99000120162964,7.8639682730334615
6,16,18,6,101.30999755859375,218.71999740600586,198.9799976348877,101.30999755859375,644.1899993419647,11.254137919766121
