id,trial,package,variety_a,variety_b,variety_c,lon,lat,pdate,hdate,village,district,gender,age,overall_best,overall_worst,yield_best,yield_worst,ovl_variety_a,ovl_variety_b,ovl_variety_c,tmaturity,trial_id2,trial_name
197,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_163,Rosado,MIB 397-72,SJC 730-79,-87.26956874,15.09146377,2017-09-15,2017-12-18,Vallecillo,Yorito,NA,NA,B,A,B,A,Better,Better,Better,94,epm_comercial_frijol_postrera_2017,HND_10_2017
198,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_164,SX 14825-7-1,IBC 308-24,BFS-24,-87.44534999,15.22666528,2017-10-10,2018-01-08,Mataderos,Yoro,M,NA,B,A,B,A,Better,Better,Better,90,epm_comercial_frijol_postrera_2017,HND_10_2017
199,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_165,EAP 9510-77,703-SM 15216-11-4-VB ,EAP 9508-93,-87.47281581,15.09411561,2017-09-18,2017-12-11,El Zapote,Victoria Yoro,M,NA,C,B,C,B,Better,Better,Better,84,epm_comercial_frijol_postrera_2017,HND_10_2017
200,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_167,IBC 308-24,Rosado,EAP 9508-93,-87.49204188,15.0516822,2017-09-15,2017-12-11,EL mango victoria,NA,F,NA,C,A,C,A,Better,Better,Better,87,epm_comercial_frijol_postrera_2017,HND_10_2017
201,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_167,IBC 308-24,Rosado,EAP 9508-93,-87.27231532,14.96413663,2017-10-09,2018-01-01,San Antonio,Sulaco Yoro,M,NA,C,A,C,A,Better,Better,Better,84,epm_comercial_frijol_postrera_2017,HND_10_2017
202,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_169,SJC 730-79,EAP 9510-77,IBC 308-24,-87.470069229999993,15.04902983,2017-09-20,2017-12-11,El Zapote,Victoria,M,NA,A,C,A,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
203,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_171,703-SM 15216-11-4-VB ,SX 14825-7-1,Rosado,-87.45084315,15.03311493,2017-09-20,2017-12-11,El Zapote,Victoria,F,NA,A,B,A,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
204,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_172,IBC 308-24,BFS-24,EAP 9510-77,-87.39316493,15.19486094,2017-10-10,2018-01-08,Mataderos,Yoro,F,NA,A,C,A,C,Better,Better,Better,90,epm_comercial_frijol_postrera_2017,HND_10_2017
205,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_173,SX 14825-7-1,EAP 9508-93,SJC 730-79,-87.3821786,15.332645,2017-10-10,2018-01-08,La Concepcion Locomapa,Yoro,M,NA,A,B,A,B,Better,Better,Better,90,epm_comercial_frijol_postrera_2017,HND_10_2017
206,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_174,Rosado,MIB 397-72,703-SM 15216-11-4-VB ,-87.25446254,14.94688859,2017-09-20,2017-12-11,Las Canas,Sulaco,M,NA,A,C,A,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
207,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_176,EAP 9510-77,703-SM 15216-11-4-VB ,EAP 9508-93,-87.73767033,15.08846353,2017-09-20,2017-12-11,La Union Victoria,Yoro,M,NA,A,B,A,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
208,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_177,BFS-24,SJC 730-79,Rosado,-87.26682216,15.03842003,2017-09-18,2017-12-11,Jalapa Yorito,Yoro,F,NA,C,B,C,B,Better,Better,Better,84,epm_comercial_frijol_postrera_2017,HND_10_2017
209,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_178,Rosado,EAP 9508-93,IBC 308-24,-87.33749095,15.06161195,2017-09-19,2017-12-11,Vallecillo,Yorito,M,NA,C,B,C,B,Better,Better,Better,83,epm_comercial_frijol_postrera_2017,HND_10_2017
210,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_179,SX 14825-7-1,MIB 397-72,EAP 9510-77,-87.72601408,15.09424806,2017-09-20,2017-12-11,La Union Victoria,Yoro,M,NA,C,A,C,A,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
211,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_180,SJC 730-79,703-SM 15216-11-4-VB ,BFS-24,-87.30252772,15.29025954,2017-10-10,2018-01-08,La Concepcion Locomapa,Yoro,M,NA,A,C,A,C,Better,Better,Worse,90,epm_comercial_frijol_postrera_2017,HND_10_2017
212,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_181,EAP 9510-77,MIB 397-72,SJC 730-79,-87.28192836,15.03974628,2017-09-18,2017-12-11,Jalapa Yorito,Yoro,F,NA,A,C,A,C,Better,Better,Worse,84,epm_comercial_frijol_postrera_2017,HND_10_2017
213,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_182,703-SM 15216-11-4-VB ,BFS-24,SX 14825-7-1,-87.31076747,15.07223694,2017-09-18,2017-12-11,Vallecillo Yorito,Yoro,M,NA,B,A,B,A,Better,Better,Better,84,epm_comercial_frijol_postrera_2017,HND_10_2017
214,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_183,IBC 308-24,Rosado,EAP 9510-77,-87.26132899,14.93494682,2017-10-09,2018-01-01,Las Canas Sulaco,Yoro,M,NA,B,A,B,A,Better,Better,Better,84,epm_comercial_frijol_postrera_2017,HND_10_2017
215,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_185,BFS-24,IBC 308-24,MIB 397-72,-87.26956874,14.93494682,2017-10-10,2018-01-08,La Concepcion Locomapa,Yoro,M,NA,B,C,C,B,Better,Better,Better,90,epm_comercial_frijol_postrera_2017,HND_10_2017
216,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_186,EAP 9508-93,Rosado,703-SM 15216-11-4-VB ,-87.28604823,15.24786551,2017-10-10,2018-01-08,Ocotal Caido Locomapa,Yoro,M,NA,A,B,A,B,Better,Better,Better,90,epm_comercial_frijol_postrera_2017,HND_10_2017
217,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_189,SX 14825-7-1,EAP 9510-77,IBC 308-24,-87.41513759,15.33794257,2017-10-10,2018-01-08,El Covento Locomapa,Yoro,F,NA,C,B,A,C,Better,Better,Better,90,epm_comercial_frijol_postrera_2017,HND_10_2017
218,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_190,EAP 9508-93,IBC 308-24,SX 14825-7-1,-87.27231532,14.95617617,2017-09-20,2017-12-11,San Antonio Sulaco,Yoro,M,NA,C,B,C,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
219,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_191,703-SM 15216-11-4-VB ,EAP 9510-77,BFS-24,-87.36020594,15.29820747,2017-10-10,2018-01-08,El Covento Locomapa,Yoro,M,NA,A,B,A,C,Better,Worse,Better,90,epm_comercial_frijol_postrera_2017,HND_10_2017
220,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_194,EAP 9510-77,Rosado,IBC 308-24,-87.25034266,14.96944345,2017-09-20,2017-12-11,El Izote Sulaco,Yoro,F,NA,A,B,A,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
221,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_197,703-SM 15216-11-4-VB ,MIB 397-72,EAP 9510-77,-87.27643519,15.0357675,2017-09-15,2017-12-11,El Sitio,Yoro,M,NA,A,C,A,C,Better,Better,Better,87,epm_comercial_frijol_postrera_2017,HND_10_2017
222,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_199,EAP 9508-93,703-SM 15216-11-4-VB ,Rosado,-87.20090419,15.13919182,2017-09-15,2017-12-11,El Sitio,Yoro,M,NA,B,A,B,A,Better,Better,Better,87,epm_comercial_frijol_postrera_2017,HND_10_2017
223,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_201,IBC 308-24,SX 14825-7-1,MIB 397-72,-87.26682216,15.27966183,2017-10-10,2018-01-08,La Concepcion Locomapa,Yoro,F,NA,A,B,A,B,Better,Better,Better,90,epm_comercial_frijol_postrera_2017,HND_10_2017
224,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_202,BFS-24,EAP 9508-93,703-SM 15216-11-4-VB ,-87.294287979999993,14.94290807,2017-09-20,2017-12-11,Las Canas Sulaco,Yoro,F,NA,A,C,A,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
225,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_204,EAP 9510-77,SJC 730-79,IBC 308-24,-87.294287979999993,15.30615509,2017-10-10,2018-01-08,El Tecuan Locomapa,Yoro,M,NA,A,C,A,C,Better,Better,Better,90,epm_comercial_frijol_postrera_2017,HND_10_2017
226,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_205,EAP 9510-77,IBC 308-24,Rosado,-87.28604823,15.28761016,2017-10-10,2018-01-08,Hacienda vieja Locomapa,Yoro,M,NA,A,B,A,B,Better,Better,Better,90,epm_comercial_frijol_postrera_2017,HND_10_2017
227,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_206,SJC 730-79,MIB 397-72,EAP 9508-93,-87.2448495,14.94290807,2017-09-20,2017-12-11,Las Canas,Sulaco Yoro,F,NA,A,C,A,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
228,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_207,SX 14825-7-1,BFS-24,IBC 308-24,-87.30115443,15.25316523,2017-10-10,2017-12-11,Ocotal Caido Locomapa,Yoro,F,NA,B,C,B,C,Better,Better,Better,62,epm_comercial_frijol_postrera_2017,HND_10_2017
229,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_209,Rosado,EAP 9508-93,SX 14825-7-1,-87.36030746,15.0729961,2017-09-20,2017-12-11,Los Higueros Yorito,Yoro,F,NA,B,A,B,A,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
230,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_210,BFS-24,SJC 730-79,703-SM 15216-11-4-VB ,-87.4288705,14.99332247,2017-09-20,2017-12-11,La Pena Victoria,Yoro,M,NA,A,C,A,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
231,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_211,703-SM 15216-11-4-VB ,SX 14825-7-1,EAP 9510-77,-87.28742152,15.27966183,2017-10-10,2018-01-08,La Concepcion Locomapa,Yoro,M,NA,C,B,B,A,Better,Better,Better,90,epm_comercial_frijol_postrera_2017,HND_10_2017
232,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_212,EAP 9508-93,IBC 308-24,MIB 397-72,-86.88092738,15.24389063,2017-09-15,2017-12-04,La Pimienta,Jocon Yoro,M,NA,B,C,B,C,Worse,Worse,Worse,80,epm_comercial_frijol_postrera_2017,HND_10_2017
233,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_214,BFS-24,703-SM 15216-11-4-VB ,EAP 9508-93,-87.40277797,14.95352261,2017-09-15,2017-12-11,La Pena,Victoria Yoro,M,NA,B,A,B,A,Better,Better,Better,87,epm_comercial_frijol_postrera_2017,HND_10_2017
234,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_215,IBC 308-24,EAP 9510-77,SJC 730-79,-87.34097987,15.04107253,2017-09-20,2017-12-11,Vallecillo,Yoro Yorito,M,NA,A,B,A,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
235,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_216,MIB 397-72,EAP 9510-77,Rosado,-87.43436366,14.96015644,2017-09-20,2017-12-11,Pueblo nuevo Victoria,NA,M,NA,A,B,A,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
236,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_217,SX 14825-7-1,EAP 9508-93,SJC 730-79,-87.3519662,15.06229135,2017-09-20,2017-12-18,Pacayal Yorito,Yoro,M,NA,C,B,C,B,Better,Better,Better,89,epm_comercial_frijol_postrera_2017,HND_10_2017
237,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_218,IBC 308-24,BFS-24,SX 14825-7-1,-87.40964442,15.18955975,2017-10-10,2018-01-08,Mataderos,Yoro,M,NA,A,C,A,C,Better,Better,Worse,90,epm_comercial_frijol_postrera_2017,HND_10_2017
238,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_219,Rosado,MIB 397-72,703-SM 15216-11-4-VB ,-87.36302973,15.04784421,2017-09-20,2017-12-11,Los Higueros Yorito,Yoro,F,NA,A,B,A,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
239,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_220,EAP 9508-93,SX 14825-7-1,Rosado,-87.42612391,14.94158122,2017-09-20,2017-12-12,Pueblo nuevo Victoria,Yoro,M,NA,A,B,A,B,Better,Better,Better,83,epm_comercial_frijol_postrera_2017,HND_10_2017
240,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_221,MIB 397-72,SJC 730-79,BFS-24,-87.31488734,15.35052378,2017-10-10,2017-12-30,La Concepcion Locomapa,Yoro,NA,NA,B,A,B,C,Better,Better,Better,81,epm_comercial_frijol_postrera_2017,HND_10_2017
241,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_223,EAP 9508-93,IBC 308-24,MIB 397-72,-86.86032802,15.26111456,2017-09-20,2017-12-11,La Pimienta Jocon,Yoro,M,NA,B,A,NA,NA,Worse,Worse,Worse,82,epm_comercial_frijol_postrera_2017,HND_10_2017
242,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_224,Rosado,BFS-24,IBC 308-24,-87.33548671,15.06494355,2017-09-20,2017-12-10,Pacayal Yorito,Yoro,NA,NA,C,A,C,A,Better,Better,Better,81,epm_comercial_frijol_postrera_2017,HND_10_2017
243,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_225,EAP 9510-77,SJC 730-79,703-SM 15216-11-4-VB ,-87.2750619,15.28231131,2017-10-10,2017-12-31,Ocotal Caido Locomapa,Yoro,M,NA,B,A,B,A,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
244,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_226,703-SM 15216-11-4-VB ,IBC 308-24,EAP 9508-93,-87.34097987,15.08085608,2017-09-18,2017-12-10,Vallecillo Yorito,Yorito Yoro,M,NA,C,B,C,B,Better,Better,Better,83,epm_comercial_frijol_postrera_2017,HND_10_2017
245,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_227,EAP 9510-77,BFS-24,MIB 397-72,-87.29978114,15.25051539,2017-10-10,2017-12-31,El Covento Locomapa,Yoro,M,NA,C,A,C,A,Better,Better,Worse,82,epm_comercial_frijol_postrera_2017,HND_10_2017
246,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_228,SJC 730-79,Rosado,EAP 9510-77,-87.46732264,14.98536309,2017-09-20,2017-12-11,Pueblo nuevo,Victoria Yoro,M,NA,A,C,A,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
247,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_229,IBC 308-24,SX 14825-7-1,SJC 730-79,-87.12811976,15.12195793,2017-09-15,2017-12-06,Plan grande,Yoro,M,NA,A,C,A,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
248,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_231,BFS-24,EAP 9508-93,SX 14825-7-1,-87.33823329,15.06229135,2017-09-18,2017-12-18,Yorito Yoro,NA,F,NA,B,A,B,A,Better,Better,Better,91,epm_comercial_frijol_postrera_2017,HND_10_2017
249,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_232,SJC 730-79,MIB 397-72,EAP 9508-93,-87.31145411,15.07091089,2017-09-20,2017-12-11,Pacayal,Yorito Yoro,M,NA,B,A,B,A,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
250,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_233,703-SM 15216-11-4-VB ,EAP 9510-77,SX 14825-7-1,-87.3519662,15.29025954,2017-10-10,2017-12-31,El Tecuan Locomapa,Yoro,M,NA,A,C,A,C,Better,Better,Worse,82,epm_comercial_frijol_postrera_2017,HND_10_2017
251,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_234,IBC 308-24,Rosado,BFS-24,-87.3821786,15.04902983,2017-09-18,2017-12-15,Campo 7,Yorito Yoro,F,NA,B,C,B,C,Better,Worse,Worse,88,epm_comercial_frijol_postrera_2017,HND_10_2017
252,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_235,SX 14825-7-1,MIB 397-72,IBC 308-24,-87.36298165,15.19236028,2017-10-10,2017-12-31,Mataderos,NA,F,NA,A,B,A,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
253,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_236,EAP 9510-77,Rosado,EAP 9508-93,-87.32656031,15.06494355,2017-09-18,2017-12-09,Pacayal,Yorito Yoro,M,NA,A,C,A,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
254,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_237,BFS-24,IBC 308-24,703-SM 15216-11-4-VB ,-87.28879481,15.26376427,2017-10-10,2017-12-31,El Tecuan Locomapa,Yoro,F,NA,A,B,C,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
255,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_238,MIB 397-72,BFS-24,SJC 730-79,-87.28879481,15.26111456,2017-10-10,2017-12-31,La Concepcion Locomapa,Yoro,M,NA,C,A,C,A,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
256,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_239,SJC 730-79,703-SM 15216-11-4-VB ,EAP 9510-77,-87.29978114,15.25051539,2017-10-10,2017-12-31,El Tecuan Locomapa,Yoro,M,NA,B,C,B,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
257,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_240,EAP 9508-93,SX 14825-7-1,Rosado,-87.34097987,15.05698684,2017-09-20,2017-12-11,Pacayal,Yorito Yoro,M,NA,B,A,B,A,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
258,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_241,Rosado,EAP 9510-77,MIB 397-72,-86.893287,15.31410241,2017-09-20,2017-12-11,La Pimienta,Jocon Yoro,M,NA,A,C,A,C,Worse,Worse,Worse,82,epm_comercial_frijol_postrera_2017,HND_10_2017
259,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_242,703-SM 15216-11-4-VB ,EAP 9508-93,IBC 308-24,-87.45358973,15.00393452,2017-09-20,2017-12-11,Pueblo nuevo,Victoria Yoro,M,NA,B,A,B,A,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
260,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_243,SX 14825-7-1,SJC 730-79,BFS-24,-87.31076747,15.29290888,2017-09-10,2017-12-31,El Tecuan Locomapa,Yoro,M,NA,C,A,C,A,Better,Better,Better,112,epm_comercial_frijol_postrera_2017,HND_10_2017
261,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_244,EAP 9508-93,MIB 397-72,SJC 730-79,-87.31900721,15.07555204,2017-09-20,2017-12-11,Vallecillo,Yorito Yoro,F,NA,C,B,C,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
262,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_245,Rosado,IBC 308-24,BFS-24,-87.33274012,15.05698684,2017-09-20,2017-12-11,Vallecillo,Yorito Yoro,M,NA,A,C,NA,NA,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
263,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_247,IBC 308-24,EAP 9510-77,MIB 397-72,-87.36020594,15.26906359,2017-10-10,2017-12-31,Ocotal Caido Locomapa,Yoro,F,NA,B,A,B,A,Worse,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
264,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_248,BFS-24,Rosado,703-SM 15216-11-4-VB ,-87.32038051,15.06361745,2017-09-20,2017-12-11,Vallecillo,Yorito Yoro,M,NA,C,B,C,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
265,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_250,EAP 9510-77,SJC 730-79,EAP 9508-93,-87.34372645,15.06759572,2017-09-20,2017-12-11,Campo 7,Yorito Yoro,M,NA,A,C,A,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
266,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_252,703-SM 15216-11-4-VB ,EAP 9508-93,Rosado,-87.31626063,15.06892179,2017-09-20,2017-12-10,Vallecillo,Yorito Yoro,M,NA,A,B,A,B,Better,Better,Better,81,epm_comercial_frijol_postrera_2017,HND_10_2017
267,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_253,Rosado,MIB 397-72,EAP 9510-77,-87.31900721,15.07024786,2017-09-20,2017-12-10,Pacayal,Yorito Yoro,M,NA,A,C,A,C,Better,Better,Better,81,epm_comercial_frijol_postrera_2017,HND_10_2017
268,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_254,IBC 308-24,SJC 730-79,703-SM 15216-11-4-VB ,-87.30802089,15.06229135,2017-09-20,2017-12-11,Campo 7,Yorito Yoro,M,NA,C,A,C,A,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
269,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_255,SX 14825-7-1,EAP 9508-93,BFS-24,-87.33274012,15.0516822,2017-09-20,2017-12-11,Campo 7,Yorito Yoro,M,NA,B,C,B,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
270,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_256,BFS-24,Rosado,SJC 730-79,-87.34647303,15.06229135,2017-09-20,2017-12-11,Pacayal,Yorito Yoro,F,NA,C,A,C,A,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
271,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_257,703-SM 15216-11-4-VB ,SX 14825-7-1,MIB 397-72,-87.32450038,15.06229135,2017-09-20,2017-12-11,Vallecillo,Yorito Yoro,M,NA,C,B,C,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
272,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_258,MIB 397-72,EAP 9510-77,IBC 308-24,-87.31351405,15.06759572,2017-09-20,2017-12-11,Campo 7,Yorito yoro,NA,NA,A,B,A,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
273,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_259,EAP 9508-93,703-SM 15216-11-4-VB ,EAP 9510-77,-87.2448495,15.17895698,2017-09-20,2017-12-11,Vallecillo,Yorito Yoro,F,NA,B,A,NA,NA,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
274,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_260,SX 14825-7-1,IBC 308-24,Rosado,-87.3519662,15.06759572,2017-09-20,2017-12-11,Campo 7,Yorito Yoro,M,NA,C,A,C,A,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
275,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_261,SJC 730-79,BFS-24,EAP 9508-93,-87.32724696,15.06626964,2017-09-20,2017-12-11,Campo 7,Yorito Yoro,M,NA,B,A,B,A,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
276,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_262,EAP 9510-77,IBC 308-24,BFS-24,-87.34372645,15.07024786,2017-09-20,2017-12-11,Pacayal,Yorito Yoro,F,NA,C,B,C,B,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
277,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_264,Rosado,EAP 9510-77,EAP 9508-93,-87.36020594,15.05698684,2017-09-20,2017-12-11,Campo 7,Yorito Yoro,M,NA,A,C,A,C,Better,Better,Better,82,epm_comercial_frijol_postrera_2017,HND_10_2017
278,epm_comercial_frijol_postrera_2017_a01,paquete_epm_comercial_frijol_postrera_2017_a01_266,BFS-24,MIB 397-72,SX 14825-7-1,-87.40964442,14.94556176,2017-09-11,2017-12-04,Urracal,Victoria Yoro,M,NA,A,C,A,C,Better,Better,Better,84,epm_comercial_frijol_postrera_2017,HND_10_2017
