"id","time","t_start","t_stop","status","prec","prec_cuml"
1,70,0,1,0,9.1899995803833,9.1899995803833
1,70,1,2,0,1.51999998092651,10.7099995613098
1,70,2,3,0,13.3699998855591,24.0799994468689
1,70,3,4,0,10.5299997329712,34.6099991798401
1,70,4,5,0,8.02000045776367,42.6299996376038
1,70,5,6,0,14.2299995422363,56.8599991798401
1,70,6,7,0,17.5900001525879,74.449999332428
1,70,7,8,0,5.65999984741211,80.1099991798401
1,70,8,9,0,9.4399995803833,89.5499987602234
1,70,9,10,0,0.389999985694885,89.9399987459183
1,70,10,11,0,8.69999980926514,98.6399985551834
1,70,11,12,0,18.6900005340576,117.329999089241
1,70,12,13,0,6.67999982833862,124.00999891758
1,70,13,14,0,4.11999988555908,128.129998803139
1,70,14,15,0,1.62000000476837,129.749998807907
1,70,15,16,0,3.11999988555908,132.869998693466
1,70,16,17,0,0.730000019073486,133.59999871254
1,70,17,18,0,8.07999992370605,141.679998636246
1,70,18,19,0,21.5300006866455,163.209999322891
1,70,19,20,0,0.550000011920929,163.759999334812
1,70,20,21,0,3.66000008583069,167.419999420643
1,70,21,22,0,11.3699998855591,178.789999306202
1,70,22,23,0,14.539999961853,193.329999268055
1,70,23,24,0,3.95000004768372,197.279999315739
1,70,24,25,0,8.18000030517578,205.459999620914
1,70,25,26,0,0.370000004768372,205.829999625683
1,70,26,27,0,0.280000001192093,206.109999626875
1,70,27,28,0,3.11999988555908,209.229999512434
1,70,28,29,0,14.7700004577637,223.999999970198
1,70,29,30,0,8.63000011444092,232.630000084639
1,70,30,31,0,2.07999992370605,234.710000008345
1,70,31,32,0,8.22000026702881,242.930000275373
1,70,32,33,0,8.65999984741211,251.590000122786
1,70,33,34,0,2.90000009536743,254.490000218153
1,70,34,35,0,12.1999998092651,266.690000027418
1,70,35,36,0,4.21000003814697,270.900000065565
1,70,36,37,0,10.6300001144409,281.530000180006
1,70,37,38,0,4.01999998092651,285.550000160933
1,70,38,39,0,0.629999995231628,286.180000156164
1,70,39,40,0,2.14000010490417,288.320000261068
1,70,40,41,0,8.67000007629395,296.990000337362
1,70,41,42,0,12.4399995803833,309.429999917746
1,70,42,43,0,18.75,328.179999917746
1,70,43,44,0,1.75999999046326,329.939999908209
1,70,44,45,0,2.0699999332428,332.009999841452
1,70,45,46,0,13.5,345.509999841452
1,70,46,47,0,13.8599996566772,359.369999498129
1,70,47,48,0,10.4399995803833,369.809999078512
1,70,48,49,0,18.9899997711182,388.79999884963
1,70,49,50,0,7.03000020980835,395.829999059439
1,70,50,51,0,2.17000007629395,397.999999135733
1,70,51,52,0,11.2600002288818,409.259999364614
1,70,52,53,0,19.5,428.759999364614
1,70,53,54,0,8.73999977111816,437.499999135733
1,70,54,55,0,9.19999980926514,446.699998944998
1,70,55,56,0,0.389999985694885,447.089998930693
1,70,56,57,0,12.9300003051758,460.019999235868
1,70,57,58,0,8.80000019073486,468.819999426603
1,70,58,59,0,15.2200002670288,484.039999693632
1,70,59,60,0,16.0900001525879,500.12999984622
1,70,60,61,0,22.7399997711182,522.869999617338
1,70,61,62,0,27.5200004577637,550.390000075102
1,70,62,63,0,9.36999988555908,559.759999960661
1,70,63,64,0,8.90999984741211,568.669999808073
1,70,64,65,0,28.4500007629395,597.120000571012
1,70,65,66,0,12.4700002670288,609.590000838041
1,70,66,67,0,13.6099996566772,623.200000494719
1,70,67,68,0,0.270000010728836,623.470000505447
1,70,68,69,0,13.9099998474121,637.380000352859
1,70,69,70,1,15.2799997329712,652.660000085831
2,50,0,1,0,11.539999961853,11.539999961853
2,50,1,2,0,1.33000004291534,12.8700000047684
2,50,2,3,0,9.14999961853027,22.0199996232986
2,50,3,4,0,5.98000001907349,27.9999996423721
2,50,4,5,0,3.51999998092651,31.5199996232986
2,50,5,6,0,19.2999992370605,50.8199988603592
2,50,6,7,0,14.3199996948242,65.1399985551834
2,50,7,8,0,4.1100001335144,69.2499986886978
2,50,8,9,0,12.3000001907349,81.5499988794327
2,50,9,10,0,0.0700000002980232,81.6199988797307
2,50,10,11,0,2.41000008583069,84.0299989655614
2,50,11,12,0,12.7299995422363,96.7599985077977
2,50,12,13,0,6.84000015258789,103.599998660386
2,50,13,14,0,1.75999999046326,105.359998650849
2,50,14,15,0,2.3199999332428,107.679998584092
2,50,15,16,0,0.550000011920929,108.229998596013
2,50,16,17,0,0.150000005960464,108.379998601973
2,50,17,18,0,1.39999997615814,109.779998578131
2,50,18,19,0,10.8500003814697,120.629998959601
2,50,19,20,0,0.759999990463257,121.389998950064
2,50,20,21,0,1.33000004291534,122.71999899298
2,50,21,22,0,4.19999980926514,126.919998802245
2,50,22,23,0,8.89000034332275,135.809999145567
2,50,23,24,0,2.09999990463257,137.9099990502
2,50,24,25,0,0.629999995231628,138.539999045432
2,50,25,26,0,0,138.539999045432
2,50,26,27,0,0.0900000035762787,138.629999049008
2,50,27,28,0,0.46000000834465,139.089999057353
2,50,28,29,0,9.89999961853027,148.989998675883
2,50,29,30,0,9,157.989998675883
2,50,30,31,0,7.42999982833862,165.419998504221
2,50,31,32,0,7.15000009536743,172.569998599589
2,50,32,33,0,0.430000007152557,172.999998606741
2,50,33,34,0,0.280000001192093,173.279998607934
2,50,34,35,0,4,177.279998607934
2,50,35,36,0,0.800000011920929,178.079998619854
2,50,36,37,0,2.95000004768372,181.029998667538
2,50,37,38,0,0.540000021457672,181.569998688996
2,50,38,39,0,0.159999996423721,181.72999868542
2,50,39,40,0,0.800000011920929,182.52999869734
2,50,40,41,0,14.5299997329712,197.059998430312
