"id","time","t_start","t_stop","status","prec","prec_cuml","srf"
348,36,3,4,0,19.4099998474121,55.9100008010864,15462197
348,36,4,5,0,13.4099998474121,69.3200006484985,10039132
348,36,5,6,0,17.4400005340576,86.7600011825562,15686297
348,36,6,7,0,0.119999997317791,86.8800011798739,20889694
348,36,7,8,0,8.75,95.6300011798739,20513064
348,36,8,9,0,16.8299999237061,112.46000110358,17314720
348,36,9,10,0,10.1000003814697,122.56000148505,18100332
348,36,10,11,0,10.6400003433228,133.200001828372,14204921
348,36,11,12,0,8.21000003814697,141.410001866519,16950084
348,36,12,13,0,0.839999973773956,142.250001840293,17179698
348,36,13,14,0,1.24000000953674,143.49000184983,19219758
348,36,14,15,0,3.20000004768372,146.690001897514,16344376
348,36,15,16,0,4.3899998664856,151.080001763999,16405054
348,36,16,17,0,4.84999990463257,155.930001668632,14136943
348,36,17,18,0,7.19000005722046,163.120001725852,17457464
348,36,18,19,0,4.73000001907349,167.850001744926,15920325
348,36,19,20,0,10.5,178.350001744926,15774586
348,36,20,21,0,14.75,193.100001744926,10061335
348,36,21,22,0,11.7399997711182,204.840001516044,11057481
348,36,22,23,0,21.2299995422363,226.07000105828,9601020
348,36,23,24,0,70.879997253418,296.949998311698,4878906.5
348,36,24,25,0,43.3600006103516,340.30999892205,10041601
348,36,25,26,0,23.0400009155273,363.349999837577,8076286.5
348,36,26,27,0,23.7000007629395,387.050000600517,10714376
348,36,27,28,0,3.51999998092651,390.570000581443,11148278
348,36,28,29,0,0.709999978542328,391.280000559986,16941954
348,36,29,30,0,4.26000022888184,395.540000788867,12109016
348,36,30,31,0,0.740000009536743,396.280000798404,9219163
348,36,31,32,0,0.389999985694885,396.670000784099,16677250
348,36,32,33,0,2.48000001907349,399.150000803173,15997700
348,36,33,34,0,1.33000004291534,400.480000846088,17381446
348,36,34,35,0,1.87999999523163,402.36000084132,14993768
348,36,35,36,1,2.50999999046326,404.870000831783,13560074
350,36,0,1,0,19.1800003051758,19.1800003051758,17181260
350,36,1,2,0,10.7700004577637,29.9500007629395,17409080
350,36,2,3,0,6.55000019073486,36.5000009536743,17948748
350,36,3,4,0,19.4099998474121,55.9100008010864,15462197
350,36,4,5,0,13.4099998474121,69.3200006484985,10039132
350,36,5,6,0,17.4400005340576,86.7600011825562,15686297
350,36,6,7,0,0.119999997317791,86.8800011798739,20889694
350,36,7,8,0,8.75,95.6300011798739,20513064
350,36,8,9,0,16.8299999237061,112.46000110358,17314720
350,36,9,10,0,10.1000003814697,122.56000148505,18100332
350,36,10,11,0,10.6400003433228,133.200001828372,14204921
350,36,11,12,0,8.21000003814697,141.410001866519,16950084
350,36,12,13,0,0.839999973773956,142.250001840293,17179698
350,36,13,14,0,1.24000000953674,143.49000184983,19219758
350,36,14,15,0,3.20000004768372,146.690001897514,16344376
350,36,15,16,0,4.3899998664856,151.080001763999,16405054
350,36,16,17,0,4.84999990463257,155.930001668632,14136943
350,36,17,18,0,7.19000005722046,163.120001725852,17457464
350,36,18,19,0,4.73000001907349,167.850001744926,15920325
350,36,19,20,0,10.5,178.350001744926,15774586
350,36,20,21,0,14.75,193.100001744926,10061335
350,36,21,22,0,11.7399997711182,204.840001516044,11057481
350,36,22,23,0,21.2299995422363,226.07000105828,9601020
350,36,23,24,0,70.879997253418,296.949998311698,4878906.5
350,36,24,25,0,43.3600006103516,340.30999892205,10041601
350,36,25,26,0,23.0400009155273,363.349999837577,8076286.5
350,36,26,27,0,23.7000007629395,387.050000600517,10714376
350,36,27,28,0,3.51999998092651,390.570000581443,11148278
350,36,28,29,0,0.709999978542328,391.280000559986,16941954
350,36,29,30,0,4.26000022888184,395.540000788867,12109016
350,36,30,31,0,0.740000009536743,396.280000798404,9219163
350,36,31,32,0,0.389999985694885,396.670000784099,16677250
350,36,32,33,0,2.48000001907349,399.150000803173,15997700
350,36,33,34,0,1.33000004291534,400.480000846088,17381446
350,36,34,35,0,1.87999999523163,402.36000084132,14993768
350,36,35,36,1,2.50999999046326,404.870000831783,13560074
352,36,0,1,0,19.1800003051758,19.1800003051758,17181260
352,36,1,2,0,10.7700004577637,29.9500007629395,17409080
352,36,2,3,0,6.55000019073486,36.5000009536743,17948748
352,36,3,4,0,19.4099998474121,55.9100008010864,15462197
352,36,4,5,0,13.4099998474121,69.3200006484985,10039132
352,36,5,6,0,17.4400005340576,86.7600011825562,15686297
352,36,6,7,0,0.119999997317791,86.8800011798739,20889694
352,36,7,8,0,8.75,95.6300011798739,20513064
352,36,8,9,0,16.8299999237061,112.46000110358,17314720
352,36,9,10,0,10.1000003814697,122.56000148505,18100332
352,36,10,11,0,10.6400003433228,133.200001828372,14204921
352,36,11,12,0,8.21000003814697,141.410001866519,16950084
352,36,12,13,0,0.839999973773956,142.250001840293,17179698
352,36,13,14,0,1.24000000953674,143.49000184983,19219758
352,36,14,15,0,3.20000004768372,146.690001897514,16344376
352,36,15,16,0,4.3899998664856,151.080001763999,16405054
352,36,16,17,0,4.84999990463257,155.930001668632,14136943
352,36,17,18,0,7.19000005722046,163.120001725852,17457464
352,36,18,19,0,4.73000001907349,167.850001744926,15920325
352,36,19,20,0,10.5,178.350001744926,15774586
352,36,20,21,0,14.75,193.100001744926,10061335
352,36,21,22,0,11.7399997711182,204.840001516044,11057481
352,36,22,23,0,21.2299995422363,226.07000105828,9601020
352,36,23,24,0,70.879997253418,296.949998311698,4878906.5
352,36,24,25,0,43.3600006103516,340.30999892205,10041601
352,36,25,26,0,23.0400009155273,363.349999837577,8076286.5
352,36,26,27,0,23.7000007629395,387.050000600517,10714376
352,36,27,28,0,3.51999998092651,390.570000581443,11148278
352,36,28,29,0,0.709999978542328,391.280000559986,16941954
352,36,29,30,0,4.26000022888184,395.540000788867,12109016
352,36,30,31,0,0.740000009536743,396.280000798404,9219163
352,36,31,32,0,0.389999985694885,396.670000784099,16677250
352,36,32,33,0,2.48000001907349,399.150000803173,15997700
352,36,33,34,0,1.33000004291534,400.480000846088,17381446
352,36,34,35,0,1.87999999523163,402.36000084132,14993768
352,36,35,36,1,2.50999999046326,404.870000831783,13560074
353,43,0,1,0,27.5200004577637,27.5200004577637,14976893
353,43,1,2,0,9.36999988555908,36.8900003433228,16502530
353,43,2,3,0,8.90999984741211,45.8000001907349,16103856
353,43,3,4,0,28.4500007629395,74.2500009536743,13156811
353,43,4,5,0,12.4700002670288,86.7200012207031,9452713
353,43,5,6,0,13.6099996566772,100.33000087738,15738979
353,43,6,7,0,0.270000010728836,100.600000888109,20677310
353,43,7,8,0,13.9099998474121,114.510000735521,20069414
353,43,8,9,0,15.2799997329712,129.790000468493,16559342
353,43,9,10,0,13.1099996566772,142.90000012517,17460824
353,43,10,11,0,12.8500003814697,155.750000506639,12764568
353,43,11,12,0,11.2399997711182,166.990000277758,15469844
353,43,12,13,0,3.67000007629395,170.660000354052,16386452
353,43,13,14,0,2.63000011444092,173.290000468493,17643456
353,43,14,15,0,2.75999999046326,176.050000458956,14864938
353,43,15,16,0,6.55999994277954,182.610000401735,15342307
353,43,16,17,0,12.8699998855591,195.480000287294,12600304
353,43,17,18,0,5.65999984741211,201.140000134706,14570525
353,43,18,19,0,4.07000017166138,205.210000306368,14077382
353,43,19,20,0,14.2799997329712,219.490000039339,14291690
353,43,20,21,0,10.6899995803833,230.179999619722,9335357
353,43,21,22,0,13.8999996185303,244.079999238253,10266478
353,43,22,23,0,17.75,261.829999238253,6810510.5
353,43,23,24,0,67.0699996948242,328.899998933077,2821902
353,43,24,25,0,26.6499996185303,355.549998551607,7546182
353,43,25,26,0,22.7000007629395,378.249999314547,7574438
353,43,26,27,0,15.210000038147,393.459999352694,8179614
353,43,27,28,0,6.76999998092651,400.22999933362,10999638
353,43,28,29,0,0.629999995231628,400.859999328852,16259505
353,43,29,30,0,4.09999990463257,404.959999233484,10073584
353,43,30,31,0,0.409999996423721,405.369999229908,7837718.5
353,43,31,32,0,1.33000004291534,406.699999272823,16244176
353,43,32,33,0,4.40000009536743,411.099999368191,13940106
353,43,33,34,0,2.48000001907349,413.579999387264,14441536
353,43,34,35,0,3.71000003814697,417.289999425411,13843212
353,43,35,36,0,3.54999995231628,420.839999377728,13007342
353,43,36,37,0,6.63000011444092,427.469999492168,14297013
353,43,37,38,0,2.90000009536743,430.369999587536,15023649
353,43,38,39,0,1.11000001430511,431.479999601841,13328001
353,43,39,40,0,10.8199996948242,442.299999296665,7337288
353,43,40,41,0,10.4200000762939,452.719999372959,6235350
353,43,41,42,0,17.6200008392334,470.340000212193,8143576.5
353,43,42,43,1,20.3400001525879,490.68000036478,5512869
358,36,0,1,0,19.1800003051758,19.1800003051758,17181260
358,36,1,2,0,10.7700004577637,29.9500007629395,17409080
358,36,2,3,0,6.55000019073486,36.5000009536743,17948748
358,36,3,4,0,19.4099998474121,55.9100008010864,15462197
358,36,4,5,0,13.4099998474121,69.3200006484985,10039132
358,36,5,6,0,17.4400005340576,86.7600011825562,15686297
358,36,6,7,0,0.119999997317791,86.8800011798739,20889694
358,36,7,8,0,8.75,95.6300011798739,20513064
358,36,8,9,0,16.8299999237061,112.46000110358,17314720
358,36,9,10,0,10.1000003814697,122.56000148505,18100332
358,36,10,11,0,10.6400003433228,133.200001828372,14204921
358,36,11,12,0,8.21000003814697,141.410001866519,16950084
358,36,12,13,0,0.839999973773956,142.250001840293,17179698
358,36,13,14,0,1.24000000953674,143.49000184983,19219758
358,36,14,15,0,3.20000004768372,146.690001897514,16344376
358,36,15,16,0,4.3899998664856,151.080001763999,16405054
358,36,16,17,0,4.84999990463257,155.930001668632,14136943
358,36,17,18,0,7.19000005722046,163.120001725852,17457464
358,36,18,19,0,4.73000001907349,167.850001744926,15920325
358,36,19,20,0,10.5,178.350001744926,15774586
358,36,20,21,0,14.75,193.100001744926,10061335
358,36,21,22,0,11.7399997711182,204.840001516044,11057481
358,36,22,23,0,21.2299995422363,226.07000105828,9601020
358,36,23,24,0,70.879997253418,296.949998311698,4878906.5
358,36,24,25,0,43.3600006103516,340.30999892205,10041601
358,36,25,26,0,23.0400009155273,363.349999837577,8076286.5
358,36,26,27,0,23.7000007629395,387.050000600517,10714376
358,36,27,28,0,3.51999998092651,390.570000581443,11148278
358,36,28,29,0,0.709999978542328,391.280000559986,16941954
358,36,29,30,0,4.26000022888184,395.540000788867,12109016
358,36,30,31,0,0.740000009536743,396.280000798404,9219163
358,36,31,32,0,0.389999985694885,396.670000784099,16677250
358,36,32,33,0,2.48000001907349,399.150000803173,15997700
358,36,33,34,0,1.33000004291534,400.480000846088,17381446
358,36,34,35,0,1.87999999523163,402.36000084132,14993768
358,36,35,36,1,2.50999999046326,404.870000831783,13560074
359,36,0,1,0,27.5200004577637,27.5200004577637,14555402
359,36,1,2,0,9.36999988555908,36.8900003433228,16063184
359,36,2,3,0,8.90999984741211,45.8000001907349,15667540
359,36,3,4,0,28.4500007629395,74.2500009536743,12749701
359,36,4,5,0,12.4700002670288,86.7200012207031,9084471
359,36,5,6,0,13.6099996566772,100.33000087738,15301534
359,36,6,7,0,0.270000010728836,100.600000888109,20186012
359,36,7,8,0,13.9099998474121,114.510000735521,19583000
359,36,8,9,0,15.2799997329712,129.790000468493,16109120
359,36,9,10,0,13.1099996566772,142.90000012517,16999774
359,36,10,11,0,12.8500003814697,155.750000506639,12351977
359,36,11,12,0,11.2399997711182,166.990000277758,15027201
359,36,12,13,0,3.67000007629395,170.660000354052,15933430
359,36,13,14,0,2.63000011444092,173.290000468493,17175816
359,36,14,15,0,2.75999999046326,176.050000458956,14424708
359,36,15,16,0,6.55999994277954,182.610000401735,14896380
359,36,16,17,0,12.8699998855591,195.480000287294,12182381
359,36,17,18,0,5.65999984741211,201.140000134706,14130994
359,36,18,19,0,4.07000017166138,205.210000306368,13641887
359,36,19,20,0,14.2799997329712,219.490000039339,13853301
359,36,20,21,0,10.6899995803833,230.179999619722,8948574
359,36,21,22,0,13.8999996185303,244.079999238253,9869161
359,36,22,23,0,17.75,261.829999238253,6448808
359,36,23,24,0,67.0699996948242,328.899998933077,2502100.5
359,36,24,25,0,26.6499996185303,355.549998551607,7175419
359,36,25,26,0,22.7000007629395,378.249999314547,7202153.5
359,36,26,27,0,15.210000038147,393.459999352694,7801254
359,36,27,28,0,6.76999998092651,400.22999933362,10590003
359,36,28,29,0,0.629999995231628,400.859999328852,15793199
359,36,29,30,0,4.09999990463257,404.959999233484,9672598
359,36,30,31,0,0.409999996423721,405.369999229908,7460327.5
359,36,31,32,0,1.33000004291534,406.699999272823,15776578
359,36,32,33,0,4.40000009536743,411.099999368191,13496455
359,36,33,34,0,2.48000001907349,413.579999387264,13992915
359,36,34,35,0,3.71000003814697,417.289999425411,13399748
359,36,35,36,1,3.54999995231628,420.839999377728,12572178
360,36,0,1,0,27.5200004577637,27.5200004577637,14555402
360,36,1,2,0,9.36999988555908,36.8900003433228,16063184
360,36,2,3,0,8.90999984741211,45.8000001907349,15667540
360,36,3,4,0,28.4500007629395,74.2500009536743,12749701
360,36,4,5,0,12.4700002670288,86.7200012207031,9084471
360,36,5,6,0,13.6099996566772,100.33000087738,15301534
360,36,6,7,0,0.270000010728836,100.600000888109,20186012
360,36,7,8,0,13.9099998474121,114.510000735521,19583000
360,36,8,9,0,15.2799997329712,129.790000468493,16109120
360,36,9,10,0,13.1099996566772,142.90000012517,16999774
360,36,10,11,0,12.8500003814697,155.750000506639,12351977
360,36,11,12,0,11.2399997711182,166.990000277758,15027201
360,36,12,13,0,3.67000007629395,170.660000354052,15933430
360,36,13,14,0,2.63000011444092,173.290000468493,17175816
360,36,14,15,0,2.75999999046326,176.050000458956,14424708
360,36,15,16,0,6.55999994277954,182.610000401735,14896380
360,36,16,17,0,12.8699998855591,195.480000287294,12182381
360,36,17,18,0,5.65999984741211,201.140000134706,14130994
360,36,18,19,0,4.07000017166138,205.210000306368,13641887
360,36,19,20,0,14.2799997329712,219.490000039339,13853301
360,36,20,21,0,10.6899995803833,230.179999619722,8948574
360,36,21,22,0,13.8999996185303,244.079999238253,9869161
360,36,22,23,0,17.75,261.829999238253,6448808
360,36,23,24,0,67.0699996948242,328.899998933077,2502100.5
360,36,24,25,0,26.6499996185303,355.549998551607,7175419
360,36,25,26,0,22.7000007629395,378.249999314547,7202153.5
360,36,26,27,0,15.210000038147,393.459999352694,7801254
360,36,27,28,0,6.76999998092651,400.22999933362,10590003
360,36,28,29,0,0.629999995231628,400.859999328852,15793199
360,36,29,30,0,4.09999990463257,404.959999233484,9672598
360,36,30,31,0,0.409999996423721,405.369999229908,7460327.5
360,36,31,32,0,1.33000004291534,406.699999272823,15776578
360,36,32,33,0,4.40000009536743,411.099999368191,13496455
360,36,33,34,0,2.48000001907349,413.579999387264,13992915
360,36,34,35,0,3.71000003814697,417.289999425411,13399748
360,36,35,36,1,3.54999995231628,420.839999377728,12572178
361,36,0,1,0,19.1800003051758,19.1800003051758,17181260
361,36,1,2,0,10.7700004577637,29.9500007629395,17409080
361,36,2,3,0,6.55000019073486,36.5000009536743,17948748
361,36,3,4,0,19.4099998474121,55.9100008010864,15462197
361,36,4,5,0,13.4099998474121,69.3200006484985,10039132
361,36,5,6,0,17.4400005340576,86.7600011825562,15686297
361,36,6,7,0,0.119999997317791,86.8800011798739,20889694
361,36,7,8,0,8.75,95.6300011798739,20513064
361,36,8,9,0,16.8299999237061,112.46000110358,17314720
361,36,9,10,0,10.1000003814697,122.56000148505,18100332
361,36,10,11,0,10.6400003433228,133.200001828372,14204921
361,36,11,12,0,8.21000003814697,141.410001866519,16950084
361,36,12,13,0,0.839999973773956,142.250001840293,17179698
361,36,13,14,0,1.24000000953674,143.49000184983,19219758
361,36,14,15,0,3.20000004768372,146.690001897514,16344376
361,36,15,16,0,4.3899998664856,151.080001763999,16405054
361,36,16,17,0,4.84999990463257,155.930001668632,14136943
361,36,17,18,0,7.19000005722046,163.120001725852,17457464
361,36,18,19,0,4.73000001907349,167.850001744926,15920325
361,36,19,20,0,10.5,178.350001744926,15774586
361,36,20,21,0,14.75,193.100001744926,10061335
361,36,21,22,0,11.7399997711182,204.840001516044,11057481
361,36,22,23,0,21.2299995422363,226.07000105828,9601020
361,36,23,24,0,70.879997253418,296.949998311698,4878906.5
361,36,24,25,0,43.3600006103516,340.30999892205,10041601
361,36,25,26,0,23.0400009155273,363.349999837577,8076286.5
361,36,26,27,0,23.7000007629395,387.050000600517,10714376
361,36,27,28,0,3.51999998092651,390.570000581443,11148278
361,36,28,29,0,0.709999978542328,391.280000559986,16941954
361,36,29,30,0,4.26000022888184,395.540000788867,12109016
361,36,30,31,0,0.740000009536743,396.280000798404,9219163
361,36,31,32,0,0.389999985694885,396.670000784099,16677250
361,36,32,33,0,2.48000001907349,399.150000803173,15997700
361,36,33,34,0,1.33000004291534,400.480000846088,17381446
361,36,34,35,0,1.87999999523163,402.36000084132,14993768
361,36,35,36,1,2.50999999046326,404.870000831783,13560074
362,36,0,1,0,19.1800003051758,19.1800003051758,17181260
362,36,1,2,0,10.7700004577637,29.9500007629395,17409080
