"id","time","t_start","t_stop","status","prec","prec_cuml"
636,63,0,1,0,0,0
636,63,1,2,0,0.409999996423721,0.409999996423721
636,63,2,3,0,0.209999993443489,0.61999998986721
636,63,3,4,0,0,0.61999998986721
636,63,4,5,0,0.140000000596046,0.759999990463257
636,63,5,6,0,0.540000021457672,1.30000001192093
636,63,6,7,0,0.129999995231628,1.43000000715256
636,63,7,8,0,0.300000011920929,1.73000001907349
636,63,8,9,0,0.300000011920929,2.03000003099442
636,63,9,10,0,4.34999990463257,6.37999993562698
636,63,10,11,0,6.8600001335144,13.2400000691414
636,63,11,12,0,0.100000001490116,13.3400000706315
636,63,12,13,0,1.44000005722046,14.780000127852
636,63,13,14,0,2.25999999046326,17.0400001183152
636,63,14,15,0,1.12999999523163,18.1700001135468
636,63,15,16,0,7.42000007629395,25.5900001898408
636,63,16,17,0,13.3400001525879,38.9300003424287
636,63,17,18,0,16.9899997711182,55.9200001135468
636,63,18,19,0,22.4599990844727,78.3799991980195
636,63,19,20,0,1.77999997138977,80.1599991694093
636,63,20,21,0,0.0399999991059303,80.1999991685152
636,63,21,22,0,0.839999973773956,81.0399991422892
636,63,22,23,0,2.99000000953674,84.0299991518259
636,63,23,24,0,8.3100004196167,92.3399995714426
636,63,24,25,0,0.0399999991059303,92.3799995705485
636,63,25,26,0,0.119999997317791,92.4999995678663
636,63,26,27,0,3.47000002861023,95.9699995964766
636,63,27,28,0,1,96.9699995964766
636,63,28,29,0,1.00999999046326,97.9799995869398
636,63,29,30,0,10.4499998092651,108.429999396205
636,63,30,31,0,0.819999992847443,109.249999389052
636,63,31,32,0,2.71000003814697,111.959999427199
636,63,32,33,0,4.98999977111816,116.949999198318
636,63,33,34,0,1.25999999046326,118.209999188781
636,63,34,35,0,2.96000003814697,121.169999226928
636,63,35,36,0,7.17000007629395,128.339999303222
636,63,36,37,0,3.4300000667572,131.769999369979
636,63,37,38,0,3.16000008583069,134.92999945581
636,63,38,39,0,10.539999961853,145.469999417663
636,63,39,40,0,0.910000026226044,146.379999443889
636,63,40,41,0,8.61999988555908,154.999999329448
636,63,41,42,0,14.8900003433228,169.889999672771
636,63,42,43,0,22.7000007629395,192.59000043571
636,63,43,44,0,15.6800003051758,208.270000740886
